#,Category,Brand Name,Program Name,Direct Sign-Up URL,Free to Join (Yes/No),Notes,Sign_Up_Type,Required_Fields,Auto_Signup_Feasible,Reward_on_Signup,Barriers  
2557,Travel & Airlines,RedCoach US,RedCoach US Loyalty,https://www.redcoachusa.com/account/create,Yes,Bus,web,email,yes,,none noted  
2558,Travel & Airlines,Peter Pan Bus Lines,Peter Pan Bus Lines Loyalty,https://www.peterpanbus.com/account/create,Yes,Bus,web,email,yes,,none noted  
2559,Travel & Airlines,Jefferson Lines,Jefferson Lines Loyalty,https://www.jeffersonlines.com/account/create,Yes,Bus,web,email,yes,,none noted  
2560,Travel & Airlines,Concord Coach Lines,Concord Coach Lines Loyalty,https://www.concordcoachlines.com/account/create,Yes,Bus,web,email,yes,,none noted  
2561,Travel & Airlines,Dartmouth Coach,Dartmouth Coach Loyalty,https://www.dartmouthcoach.com/account/create,Yes,Bus,web,email,yes,,none noted  
2562,Travel & Airlines,C\&J Bus Lines,C\&J Bus Lines Loyalty,https://www.ridecj.com/account/create,Yes,Bus,web,email,yes,,none noted  
2563,Travel & Airlines,Indian Trails,Indian Trails Loyalty,https://www.indiantrails.com/account/create,Yes,Bus,web,email,yes,,none noted  
2564,Travel & Airlines,OurBus,OurBus Loyalty,https://www.ourbus.com/account/create,Yes,Bus,web,email,yes,,none noted  
2565,Travel & Airlines,Vamoose Bus,Vamoose Bus Loyalty,https://www.vamoosebus.com/account/create,Yes,Bus,web,email,yes,,none noted  
2566,Fashion & Apparel,Reformation,Reformation Rewards,https://www.reformation.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2567,Fashion & Apparel,Cuyana,Cuyana Rewards,https://www.cuyana.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2568,Fashion & Apparel,Sezane,Sezane Rewards,https://www.sezane.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2569,Fashion & Apparel,Rouje,Rouje Rewards,https://www.rouje.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2570,Fashion & Apparel,Ganni,Ganni Rewards,https://www.ganni.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2571,Fashion & Apparel,APC,APC Rewards,https://www.apc-us.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2572,Fashion & Apparel,Ami Paris,Ami Paris Rewards,https://www.ami-paris.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2573,Fashion & Apparel,Maison Kitsune,Maison Kitsune Rewards,https://www.maisonkitsune.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2574,Fashion & Apparel,Sandro Paris,Sandro Paris Rewards,https://www.sandro-paris.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2575,Fashion & Apparel,Maje,Maje Rewards,https://www.maje.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2576,Fashion & Apparel,Claudie Pierlot,Claudie Pierlot Rewards,https://www.claudiepierlot.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2577,Fashion & Apparel,The Kooples,The Kooples Rewards,https://www.thekooples.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2578,Fashion & Apparel,Zadig & Voltaire,Zadig & Voltaire Rewards,https://www.zadig-et-voltaire.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2579,Fashion & Apparel,Hackett London,Hackett London Rewards,https://www.hackett.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2580,Fashion & Apparel,Barbour,Barbour Rewards,https://www.barbour.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2581,Fashion & Apparel,Belstaff,Belstaff Rewards,https://www.belstaff.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2582,Fashion & Apparel,Filson,Filson Rewards,https://www.filson.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2583,Fashion & Apparel,Orlebar Brown,Orlebar Brown Rewards,https://www.orlebarbrown.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2584,Fashion & Apparel,Sunspel,Sunspel Rewards,https://www.sunspel.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2585,Fashion & Apparel,Frescobol Carioca,Frescobol Carioca Rewards,https://www.frescobolcarioca.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2586,Fashion & Apparel,Vilebrequin,Vilebrequin Rewards,https://www.vilebrequin.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2587,Fashion & Apparel,Faherty,Faherty Rewards,https://www.fahertybrand.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2588,Fashion & Apparel,Marine Layer,Marine Layer Rewards,https://www.marinelayer.com/account/create,Yes,Apparel,web,email,yes,,none noted  
2589,Dining,Nando's Peri-Peri,Nando's Peri-Peri Rewards,https://www.nandosperiperi.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2590,Dining,Leon,Leon Rewards,https://www.leon.co/account/create,Yes,Fast Casual,web,email,yes,,none noted  
2591,Dining,Wagamama,Wagamama Rewards,https://www.wagamama.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2592,Dining,Itsu,Itsu Rewards,https://www.itsu.com/account/create,Yes,Fast Casual,web,email,yes,,none noted  
2593,Dining,Wasabi,Wasabi Rewards,https://www.wasabi.uk.com/account/create,Yes,Fast Casual,web,email,yes,,none noted  
2594,Dining,YO\! Sushi,YO\! Sushi Rewards,https://www.yosushi.com/account/create,Yes,Fast Casual,web,email,yes,,none noted  
2595,Dining,Franco Manca,Franco Manca Rewards,https://www.francomanca.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2596,Dining,Dishoom,Dishoom Rewards,https://www.dishoom.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2597,Dining,Hawksmoor,Hawksmoor Rewards,https://www.thehawksmoor.com/account/create,Yes,Fine Dining,web,email,yes,,none noted  
2598,Dining,PizzaExpress,PizzaExpress Rewards,https://www.pizzaexpress.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2599,Dining,Zizzi,Zizzi Rewards,https://www.zizzi.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2600,Dining,Ask Italian,Ask Italian Rewards,https://www.askitalian.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2601,Dining,Bella Italia,Bella Italia Rewards,https://www.bellaitalia.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2602,Dining,Carluccio's,Carluccio's Rewards,https://www.carluccios.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2603,Dining,Cote Brasserie,Cote Brasserie Rewards,https://www.cote.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2604,Dining,Bill's Restaurants,Bill's Restaurants Rewards,https://www.bills-website.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2605,Dining,Browns Brasserie,Browns Brasserie Rewards,https://www.browns-restaurants.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2606,Dining,The Ivy Collection,The Ivy Collection Rewards,https://www.the-ivy.co.uk/account/create,Yes,Fine Dining,web,email,yes,,none noted  
2607,Dining,Lounges Cosy Club,Lounges Cosy Club Rewards,https://www.thelounges.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2608,Dining,Miller & Carter,Miller & Carter Rewards,https://www.millerandcarter.co.uk/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2609,Dining,Jollibee,Jollibee Rewards,https://www.jollibeefoods.com/account/create,Yes,Fast Food,web,email,yes,,none noted  
2610,Dining,Din Tai Fung,Din Tai Fung Rewards,https://www.dintaifungusa.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2611,Dining,Ippudo,Ippudo Rewards,https://www.ippudous.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2612,Dining,HaiDiLao Hot Pot,HaiDiLao Hot Pot Rewards,https://www.haidilao.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2613,Dining,Ichiran,Ichiran Rewards,https://www.ichiranusa.com/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2614,Dining,Ootoya,Ootoya Rewards,https://www.ootoya.us/account/create,Yes,Casual Dining,web,email,yes,,none noted  
2615,Dining,Gong Cha,Gong Cha Rewards,https://www.gongchausa.com/account/create,Yes,Beverage,web,email,yes,,none noted  
2616,Dining,Chatime,Chatime Rewards,https://www.chatime.com/account/create,Yes,Beverage,web,email,yes,,none noted  
2617,Dining,Tiger Sugar,Tiger Sugar Rewards,https://www.tigersugar.com/account/create,Yes,Beverage,web,email,yes,,none noted  
2618,Grocery,Good Eggs,Good Eggs Rewards,https://www.goodeggs.com/account/create,Yes,Delivery,web,email,yes,,none noted  
2619,Grocery,Hungryroot,Hungryroot Rewards,https://www.hungryroot.com/account/create,Yes,Delivery,web,email,yes,,none noted  
2620,Grocery,Amazon Fresh,Amazon Fresh Rewards,https://www.amazon.com/fresh/account/create,Yes,Delivery,web,email,yes,,none noted  
2621,Grocery,Mitsuwa Marketplace,Mitsuwa Marketplace Rewards,https://www.mitsuwa.com/account/create,Yes,Niche Grocer,web,email,yes,,none noted  
2622,Grocery,Uwajimaya,Uwajimaya Rewards,https://www.uwajimaya.com/account/create,Yes,Niche Grocer,web,email,yes,,none noted  
2623,Grocery,Tokyo Central,Tokyo Central Rewards,https://www.tokyocentral.com/account/create,Yes,Niche Grocer,web,email,yes,,none noted  
2624,Grocery,Zion Market,Zion Market Rewards,https://www.zionmarket.com/account/create,Yes,Niche Grocer,web,email,yes,,none noted  
2625,Grocery,Seafood City,Seafood City Rewards,https://www.seafoodcity.com/account/create,Yes,Niche Grocer,web,email,yes,,none noted  
2626,Grocery,Patel Brothers,Patel Brothers Rewards,https://www.patelbros.com/account/create,Yes,Niche Grocer,web,email,yes,,none noted  
2627,Grocery,Lotte Plaza Market,Lotte Plaza Market Rewards,https://www.lotteplaza.com/account/create,Yes,Niche Grocer,web,email,yes,,none noted  
2628,Grocery,Sedano's Supermarkets,Sedano's Supermarkets Rewards,https://www.sedanos.com/account/create,Yes,Regional Grocer,web,email,yes,,none noted  
2629,Grocery,Presidente Supermarkets,Presidente Supermarkets Rewards,https://www.presidentesupermarkets.com/account/create,Yes,Regional Grocer,web,email,yes,,none noted  
2630,Nonprofit & Community,RSPCA UK,RSPCA UK Account,https://www.rspca.org.uk/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2631,Nonprofit & Community,Battersea Dogs & Cats Home,Battersea Dogs & Cats Home Account,https://www.battersea.org.uk/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2632,Nonprofit & Community,Dogs Trust,Dogs Trust Account,https://www.dogstrust.org.uk/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2633,Nonprofit & Community,Cats Protection,Cats Protection Account,https://www.cats.org.uk/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2634,Nonprofit & Community,Blue Cross for Pets,Blue Cross for Pets Account,https://www.bluecross.org.uk/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2635,Nonprofit & Community,SPCA International,SPCA International Account,https://www.spcai.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2636,Nonprofit & Community,Soi Dog Foundation,Soi Dog Foundation Account,https://www.soidog.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2637,Nonprofit & Community,Animal Rescue League of Boston,Animal Rescue League of Boston Account,https://www.arlboston.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2638,Nonprofit & Community,San Francisco SPCA,San Francisco SPCA Account,https://www.sfspca.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2639,Nonprofit & Community,PAWS Chicago,PAWS Chicago Account,https://www.pawschicago.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2640,Nonprofit & Community,Best Friends Animal Society,Best Friends Animal Society Account,https://www.bestfriends.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2641,Nonprofit & Community,Austin Pets Alive,Austin Pets Alive Account,https://www.austinpetsalive.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2642,Nonprofit & Community,Atlanta Humane Society,Atlanta Humane Society Account,https://www.atlantahumane.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2643,Nonprofit & Community,Seattle Humane,Seattle Humane Account,https://www.seattlehumane.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2644,Nonprofit & Community,Dumb Friends League Colorado,Dumb Friends League Colorado Account,https://www.ddfl.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2645,Nonprofit & Community,Oregon Humane Society,Oregon Humane Society Account,https://www.oregonhumane.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2646,Nonprofit & Community,Humane Society of New York,Humane Society of New York Account,https://www.humanesocietyny.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2647,Nonprofit & Community,North Shore Animal League America,North Shore Animal League America Account,https://www.animalleague.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2648,Nonprofit & Community,SPCA of Texas,SPCA of Texas Account,https://www.spca.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2649,Nonprofit & Community,Animal Care Centers of NYC,Animal Care Centers of NYC Account,https://www.nycacc.org/account/create,Yes,Animal Welfare,web,email,yes,,none noted  
2650,Fintech,Tinker Federal Credit Union,Tinker Federal Credit Union Rewards,https://www.tinkerfcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2651,Fintech,All In Credit Union,All In Credit Union Rewards,https://www.allincu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2652,Fintech,Truliant Federal Credit Union,Truliant Federal Credit Union Rewards,https://www.truliantfcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2653,Fintech,Redwood Credit Union,Redwood Credit Union Rewards,https://www.redwoodcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2654,Fintech,Teachers Credit Union,Teachers Credit Union Rewards,https://www.tcunet.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2655,Fintech,Community First Credit Union,Community First Credit Union Rewards,https://www.communityfirstfl.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2656,Fintech,First Community Credit Union,First Community Credit Union Rewards,https://www.fccu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2657,Fintech,State Department Federal Credit Union,State Department Federal Credit Union Rewards,https://www.sdfcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2658,Fintech,Affinity Federal Credit Union,Affinity Federal Credit Union Rewards,https://www.affinityfcu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2659,Fintech,Bellco Credit Union,Bellco Credit Union Rewards,https://www.bellco.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2660,Fintech,ESL Federal Credit Union,ESL Federal Credit Union Rewards,https://www.esl.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2661,Fintech,Hudson Valley Credit Union,Hudson Valley Credit Union Rewards,https://www.hvcu.org/account/create,Yes,Credit Union,web,email,yes,,none noted  
2662,Fintech,Summit Credit Union,Summit Credit Union Rewards,https://www.summitcreditunion.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2663,Fintech,Citadel Credit Union,Citadel Credit Union Rewards,https://www.citadelbanking.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2664,Fintech,OnPoint Community Credit Union,OnPoint Community Credit Union Rewards,https://www.onpointcu.com/account/create,Yes,Credit Union,web,email,yes,,none noted  
2665,Travel & Airlines,Breeze Airways,Breeze Airways Loyalty,https://www.flybreeze.com/account/create,Yes,Airline,web,email,yes,,none noted  
2666,Travel & Airlines,Sun Country Airlines,Sun Country Airlines Loyalty,https://www.suncountry.com/account/create,Yes,Airline,web,email,yes,,none noted  
2667,Travel & Airlines,Silver Airways,Silver Airways Loyalty,https://www.silverairways.com/account/create,Yes,Airline,web,email,yes,,none noted  
2668,Travel & Airlines,Cape Air,Cape Air Loyalty,https://www.capeair.com/account/create,Yes,Airline,web,email,yes,,none noted  
